Name,Cloud Cover,Solar Radiation,Relative Humidity,Temperature,Wind Speed,Solar Energy
"Nara, Japan",100.0,0.0,76.9,55.8,3.4,0.0
"Nara, Japan",100.0,0.0,76.9,55.5,2.9,0.0
"Nara, Japan",100.0,0.0,77.1,55.3,2.7,0.0
"Nara, Japan",100.0,0.0,78.4,54.8,2.9,0.0
"Nara, Japan",100.0,0.0,79.0,54.4,2.9,0.0
"Nara, Japan",100.0,6.0,77.4,54.6,2.7,0.0
"Nara, Japan",100.0,44.0,71.9,56.6,2.5,0.2
"Nara, Japan",100.0,87.0,66.5,58.9,2.0,0.3
"Nara, Japan",99.5,146.0,59.9,62.0,1.8,0.5
"Nara, Japan",96.8,736.0,51.7,66.1,1.1,2.6
"Nara, Japan",82.6,776.0,47.2,68.3,2.0,2.8
"Nara, Japan",100.0,820.0,43.0,70.2,2.9,3.0
"Nara, Japan",96.3,775.0,42.7,69.5,4.3,2.8
"Nara, Japan",99.0,789.0,39.5,71.5,5.8,2.8
"Nara, Japan",98.9,779.0,39.2,71.7,7.6,2.8
"Nara, Japan",100.0,544.0,41.2,70.6,8.9,2.0
"Nara, Japan",100.0,445.0,46.4,68.3,9.6,1.6
"Nara, Japan",88.5,338.0,53.7,65.6,8.5,1.2
"Nara, Japan",99.5,257.0,60.5,63.1,6.3,0.9
"Nara, Japan",98.6,205.0,63.4,62.3,4.7,0.7
"Nara, Japan",94.9,171.0,67.1,61.1,4.9,0.6
"Nara, Japan",72.6,0.0,69.5,60.2,4.3,0.0
"Nara, Japan",35.5,0.0,71.6,59.4,4.0,0.0
"Nara, Japan",60.5,0.0,73.4,58.7,3.6,0.0
"Nara, Japan",99.6,0.0,75.1,57.8,2.0,0.0
"Nara, Japan",100.0,0.0,76.8,57.3,1.1,0.0
"Nara, Japan",100.0,0.0,78.0,56.7,1.3,0.0
"Nara, Japan",97.5,0.0,77.3,57.1,1.3,0.0
"Nara, Japan",100.0,0.0,77.0,57.5,1.8,0.0
"Nara, Japan",100.0,5.0,76.8,57.5,2.0,0.0
"Nara, Japan",100.0,15.0,73.1,58.4,1.6,0.1
"Nara, Japan",100.0,23.0,72.4,58.4,4.0,0.1
"Nara, Japan",100.0,37.0,67.1,58.7,6.7,0.1
"Nara, Japan",100.0,203.0,58.5,59.4,4.5,0.7
"Nara, Japan",95.4,276.0,49.9,61.6,3.6,1.0
"Nara, Japan",100.0,484.0,34.0,67.2,6.7,1.7
"Nara, Japan",100.0,587.0,33.7,67.9,13.4,2.1
"Nara, Japan",16.8,617.0,34.2,66.8,14.5,2.2
"Nara, Japan",3.2,642.0,32.2,66.6,14.3,2.3
"Nara, Japan",3.7,594.0,34.2,64.7,15.4,2.1
"Nara, Japan",0.0,490.0,40.5,61.6,15.0,1.8
"Nara, Japan",0.0,384.0,50.9,58.9,12.5,1.4
"Nara, Japan",14.6,291.0,63.7,56.4,12.3,1.0
"Nara, Japan",64.5,233.0,64.5,55.1,11.0,0.8
"Nara, Japan",92.3,194.0,61.5,55.1,13.2,0.7
"Nara, Japan",98.5,0.0,61.0,54.6,13.4,0.0
"Nara, Japan",98.3,0.0,58.4,54.1,12.5,0.0
"Nara, Japan",0.0,0.0,59.7,53.5,9.6,0.0
"Nara, Japan",0.0,0.0,56.5,51.2,7.6,0.0
"Nara, Japan",0.0,0.0,52.2,50.3,5.6,0.0
"Nara, Japan",0.0,0.0,52.2,49.7,5.4,0.0
"Nara, Japan",0.0,0.0,51.2,49.2,4.7,0.0
"Nara, Japan",0.0,0.0,51.2,48.6,5.1,0.0
"Nara, Japan",0.0,10.0,51.2,49.2,5.4,0.0
"Nara, Japan",0.0,62.0,47.9,51.5,8.5,0.2
"Nara, Japan",0.0,138.0,42.7,54.2,9.2,0.5
"Nara, Japan",0.0,224.0,37.4,57.1,9.2,0.8
"Nara, Japan",0.0,828.0,31.5,60.0,9.8,3.0
"Nara, Japan",3.5,890.0,28.2,62.3,11.0,3.2
"Nara, Japan",6.1,931.0,26.7,63.9,10.1,3.4
"Nara, Japan",4.0,949.0,25.3,65.2,9.2,3.4
"Nara, Japan",5.0,945.0,25.8,65.7,8.9,3.4
"Nara, Japan",2.5,920.0,27.5,65.2,10.1,3.3
"Nara, Japan",0.0,614.0,29.3,63.6,11.6,2.2
"Nara, Japan",0.0,507.0,32.5,60.7,10.7,1.8
"Nara, Japan",0.0,397.0,37.0,57.6,9.4,1.4
"Nara, Japan",0.0,302.0,41.9,55.1,7.4,1.1
"Nara, Japan",0.0,241.0,45.0,53.9,5.8,0.9
"Nara, Japan",0.0,201.0,48.4,52.8,4.7,0.7
"Nara, Japan",0.0,0.0,52.0,51.9,3.8,0.0
"Nara, Japan",0.0,0.0,54.9,51.0,3.6,0.0
"Nara, Japan",0.0,0.0,57.2,50.1,3.6,0.0
"Nara, Japan",0.0,0.0,59.2,49.4,2.9,0.0
"Nara, Japan",2.7,0.0,60.4,48.8,2.5,0.0
"Nara, Japan",4.1,0.0,61.2,48.3,2.9,0.0
"Nara, Japan",0.4,0.0,61.5,48.1,2.7,0.0
"Nara, Japan",4.0,0.0,62.0,47.7,2.7,0.0
"Nara, Japan",4.5,10.0,60.2,48.5,3.1,0.0
"Nara, Japan",0.8,61.0,53.5,52.2,2.5,0.2
"Nara, Japan",3.4,136.0,47.0,56.6,1.6,0.5
"Nara, Japan",5.0,221.0,41.2,61.4,1.8,0.8
"Nara, Japan",5.9,815.0,36.9,64.8,2.7,2.9
"Nara, Japan",13.3,873.0,36.7,67.6,3.6,3.1
"Nara, Japan",26.3,909.0,37.0,69.3,6.0,3.3
"Nara, Japan",100.0,924.0,37.7,70.8,9.6,3.3
"Nara, Japan",100.0,902.0,38.2,70.8,9.8,3.2
"Nara, Japan",100.0,863.0,34.5,71.9,11.4,3.1
"Nara, Japan",100.0,434.0,34.7,70.6,12.3,1.6
"Nara, Japan",100.0,346.0,39.5,69.2,10.5,1.2
"Nara, Japan",100.0,267.0,47.7,66.8,8.1,1.0
"Nara, Japan",100.0,203.0,54.5,64.8,5.1,0.7
"Nara, Japan",100.0,163.0,60.2,63.2,2.2,0.6
"Nara, Japan",100.0,135.0,64.8,62.1,0.2,0.5
"Nara, Japan",100.0,0.0,67.5,61.1,2.2,0.0
"Nara, Japan",100.0,0.0,70.1,60.0,3.4,0.0
"Nara, Japan",100.0,0.0,68.4,60.3,2.9,0.0
"Nara, Japan",100.0,0.0,68.6,60.2,2.5,0.0
"Nara, Japan",100.0,0.0,69.4,60.0,2.5,0.0
"Nara, Japan",100.0,0.0,70.1,59.6,2.2,0.0
"Nara, Japan",100.0,0.0,72.5,59.2,2.2,0.0
"Nara, Japan",100.0,0.0,74.9,58.7,2.2,0.0
"Nara, Japan",100.0,0.0,77.3,58.2,2.2,0.0
"Nara, Japan",100.0,4.3,79.6,58.1,2.3,0.0
"Nara, Japan",100.0,8.7,82.0,58.1,2.4,0.0
"Nara, Japan",100.0,13.0,84.3,58.0,2.5,0.0
"Nara, Japan",97.8,32.0,84.0,58.6,2.2,0.1
"Nara, Japan",95.7,51.0,83.6,59.1,2.0,0.2
"Nara, Japan",93.5,70.0,83.3,59.6,1.8,0.3
"Nara, Japan",95.7,103.3,80.4,61.1,2.4,0.4
"Nara, Japan",97.8,136.7,77.5,62.6,3.0,0.5
"Nara, Japan",100.0,170.0,74.6,64.1,3.6,0.6
"Nara, Japan",100.0,161.3,77.4,63.5,3.4,0.6
"Nara, Japan",100.0,152.7,80.2,62.9,3.3,0.5
"Nara, Japan",100.0,144.0,83.0,62.3,3.1,0.5
"Nara, Japan",100.0,120.0,87.2,61.5,2.7,0.4
"Nara, Japan",100.0,96.0,91.3,60.6,2.2,0.3
"Nara, Japan",100.0,72.0,95.5,59.8,1.8,0.3
"Nara, Japan",100.0,48.0,96.0,59.5,1.6,0.2
"Nara, Japan",100.0,24.0,96.4,59.2,1.3,0.1
"Nara, Japan",100.0,0.0,96.9,58.9,1.1,0.0
"Nara, Japan",100.0,0.0,96.9,58.8,1.3,0.0
"Nara, Japan",100.0,0.0,97.0,58.7,1.4,0.0
"Nara, Japan",100.0,0.0,97.0,58.6,1.6,0.0
"Nara, Japan",100.0,0.0,97.3,58.4,1.6,0.0
"Nara, Japan",100.0,0.0,97.7,58.2,1.7,0.0
"Nara, Japan",100.0,0.0,98.0,58.0,1.8,0.0
"Nara, Japan",100.0,1.0,97.8,58.0,1.5,0.0
"Nara, Japan",100.0,2.0,97.6,58.0,1.2,0.0
"Nara, Japan",100.0,3.0,97.4,58.0,0.9,0.0
"Nara, Japan",100.0,16.3,96.5,58.0,1.1,0.1
"Nara, Japan",100.0,29.7,95.7,58.0,1.3,0.1
"Nara, Japan",100.0,43.0,94.8,58.0,1.6,0.2
"Nara, Japan",100.0,43.0,94.3,57.7,1.9,0.2
"Nara, Japan",100.0,43.0,93.9,57.3,2.2,0.2
"Nara, Japan",100.0,43.0,93.4,56.9,2.5,0.2
"Nara, Japan",100.0,35.3,94.4,56.5,2.6,0.1
"Nara, Japan",100.0,27.7,95.3,56.1,2.8,0.1
"Nara, Japan",100.0,20.0,96.3,55.7,2.9,0.1
"Nara, Japan",100.0,16.7,96.2,55.6,2.2,0.1
"Nara, Japan",100.0,13.3,96.0,55.4,1.6,0.0
"Nara, Japan",100.0,10.0,95.9,55.3,0.9,0.0
"Nara, Japan",79.6,6.7,95.8,54.8,1.5,0.0
"Nara, Japan",59.3,3.3,95.6,54.2,2.1,0.0
"Nara, Japan",38.9,0.0,95.5,53.7,2.7,0.0
"Nara, Japan",59.0,0.0,95.3,53.6,2.5,0.0
"Nara, Japan",79.0,0.0,95.1,53.4,2.2,0.0
"Nara, Japan",99.1,0.0,94.9,53.3,2.0,0.0
"Nara, Japan",69.8,3.0,94.4,53.4,1.9,0.0
"Nara, Japan",40.6,6.0,94.0,53.6,1.7,0.0
"Nara, Japan",11.3,9.0,93.5,53.7,1.6,0.0
"Nara, Japan",8.2,77.0,86.4,56.4,1.6,0.3
"Nara, Japan",5.1,145.0,79.2,59.1,1.7,0.5
"Nara, Japan",2.0,213.0,72.1,61.8,1.8,0.8
"Nara, Japan",34.7,427.3,66.4,64.1,2.5,1.5
"Nara, Japan",67.3,641.7,60.7,66.5,3.3,2.3
"Nara, Japan",100.0,856.0,55.0,68.8,4.0,3.1
"Nara, Japan",99.0,821.0,55.0,68.9,4.5,3.0
"Nara, Japan",98.0,786.0,54.9,69.1,4.9,2.8
"Nara, Japan",97.0,751.0,54.9,69.2,5.4,2.7
"Nara, Japan",98.0,571.3,56.4,68.0,6.9,2.1
"Nara, Japan",99.0,391.7,58.0,66.8,8.5,1.4
"Nara, Japan",100.0,212.0,59.5,65.6,10.1,0.8
"Nara, Japan",88.9,176.7,68.0,63.3,8.3,0.6
"Nara, Japan",77.9,141.3,76.6,61.1,6.5,0.5
"Nara, Japan",66.8,106.0,85.1,58.9,4.7,0.4
"Nara, Japan",44.5,70.7,84.3,58.3,3.5,0.3
"Nara, Japan",22.3,35.3,83.6,57.6,2.3,0.1
"Nara, Japan",0.0,0.0,82.8,56.9,1.1,0.0
"Nara, Japan",1.7,0.0,82.6,56.1,3.4,0.0
"Nara, Japan",3.3,0.0,82.5,55.2,5.6,0.0
"Nara, Japan",5.0,0.0,82.3,54.4,7.8,0.0
"Nara, Japan",5.2,3.3,82.4,54.2,8.2,0.0
"Nara, Japan",5.3,6.7,82.5,54.1,8.6,0.0
"Nara, Japan",5.5,10.0,82.6,53.9,8.9,0.0
"Nara, Japan",13.6,78.7,78.3,55.8,10.4,0.3
"Nara, Japan",21.6,147.3,74.1,57.7,11.9,0.5
"Nara, Japan",29.7,216.0,69.8,59.6,13.4,0.8
"Nara, Japan",36.0,336.0,69.7,59.4,12.3,1.2
"Nara, Japan",42.4,456.0,69.6,59.3,11.2,1.6
"Nara, Japan",48.7,576.0,69.5,59.1,10.1,2.1
"Nara, Japan",45.1,579.3,66.5,59.4,11.6,2.1
"Nara, Japan",41.5,582.7,63.5,59.7,13.2,2.1
"Nara, Japan",37.9,586.0,60.5,60.0,14.8,2.1
"Nara, Japan",25.3,517.3,58.0,59.7,13.5,1.9
"Nara, Japan",12.6,448.7,55.5,59.4,12.2,1.6
"Nara, Japan",0.0,380.0,53.0,59.1,11.0,1.4
"Nara, Japan",0.0,317.7,59.0,57.6,9.4,1.1
"Nara, Japan",0.0,255.3,65.1,56.1,7.8,0.9
"Nara, Japan",0.0,193.0,71.1,54.6,6.3,0.7
"Nara, Japan",0.0,128.7,74.2,53.9,5.2,0.5
"Nara, Japan",0.0,64.3,77.4,53.3,4.2,0.2
"Nara, Japan",0.0,0.0,80.5,52.6,3.1,0.0
"Nara, Japan",1.5,0.0,81.7,52.1,2.6,0.0
"Nara, Japan",3.0,0.0,82.8,51.6,2.1,0.0
"Nara, Japan",4.5,0.0,84.0,51.2,1.6,0.0
"Nara, Japan",3.8,4.3,83.7,51.2,1.4,0.0
"Nara, Japan",3.1,8.7,83.3,51.3,1.3,0.0
"Nara, Japan",2.4,13.0,83.0,51.3,1.1,0.0
"Nara, Japan",1.6,84.0,72.9,54.8,1.6,0.3
"Nara, Japan",0.8,155.0,62.8,58.3,2.2,0.6
"Nara, Japan",0.0,226.0,52.7,61.8,2.7,0.8
"Nara, Japan",0.0,454.3,45.4,64.6,3.5,1.6
"Nara, Japan",0.0,682.7,38.1,67.4,4.3,2.5
"Nara, Japan",0.0,911.0,30.8,70.2,5.1,3.3
"Nara, Japan",0.0,908.3,29.3,71.1,5.6,3.3
"Nara, Japan",0.0,905.7,27.7,71.9,6.0,3.3
"Nara, Japan",0.0,903.0,26.2,72.8,6.5,3.3
"Nara, Japan",0.0,735.7,30.6,71.3,5.3,2.6
"Nara, Japan",0.0,568.3,35.1,69.9,4.1,2.0
"Nara, Japan",0.0,401.0,39.5,68.4,2.9,1.4
"Nara, Japan",0.0,335.3,43.4,66.3,2.7,1.2
"Nara, Japan",0.0,269.7,47.3,64.1,2.5,1.0
"Nara, Japan",0.0,204.0,51.2,62.0,2.2,0.7
"Nara, Japan",0.0,136.0,54.3,61.1,1.9,0.5
"Nara, Japan",0.0,68.0,57.4,60.2,1.5,0.2
"Nara, Japan",0.0,0.0,60.5,59.3,1.1,0.0
"Nara, Japan",0.0,0.0,61.5,58.4,1.8,0.0
"Nara, Japan",0.0,0.0,62.4,57.6,2.5,0.0
"Nara, Japan",0.0,0.0,63.4,56.7,3.1,0.0
"Nara, Japan",0.7,4.3,65.4,56.6,3.2,0.0
"Nara, Japan",1.5,8.7,67.4,56.4,3.3,0.0
"Nara, Japan",2.2,13.0,69.4,56.2,3.4,0.0
"Nara, Japan",2.4,84.3,62.8,59.9,2.5,0.3
"Nara, Japan",2.5,155.7,56.1,63.7,1.6,0.6
"Nara, Japan",2.7,227.0,49.5,67.4,0.7,0.8
"Nara, Japan",35.1,449.0,45.1,70.1,1.6,1.6
"Nara, Japan",67.6,671.0,40.6,72.9,2.6,2.4
"Nara, Japan",100.0,893.0,36.2,75.6,3.6,3.2
"Nara, Japan",100.0,868.3,36.8,76.1,5.1,3.1
"Nara, Japan",100.0,843.7,37.3,76.5,6.7,3.0
"Nara, Japan",100.0,819.0,37.9,76.9,8.3,2.9
"Nara, Japan",100.0,652.0,43.7,74.6,7.3,2.3
"Nara, Japan",100.0,485.0,49.4,72.3,6.3,1.7
"Nara, Japan",100.0,318.0,55.2,70.1,5.4,1.1
"Nara, Japan",94.5,266.0,60.2,68.3,4.4,1.0
"Nara, Japan",88.9,214.0,65.3,66.6,3.4,0.8
"Nara, Japan",83.4,162.0,70.3,64.8,2.5,0.6
"Nara, Japan",85.6,108.0,72.9,63.5,2.8,0.4
"Nara, Japan",87.8,54.0,75.4,62.2,3.1,0.2
"Nara, Japan",90.0,0.0,78.0,60.9,3.4,0.0
"Nara, Japan",81.8,0.0,79.0,59.9,3.7,0.0
"Nara, Japan",73.7,0.0,80.1,59.0,4.1,0.0
"Nara, Japan",65.5,0.0,81.1,58.0,4.5,0.0
"Nara, Japan",77.0,3.7,80.9,57.9,4.3,0.0
"Nara, Japan",88.4,7.3,80.6,57.9,4.2,0.0
"Nara, Japan",99.9,11.0,80.4,57.8,4.0,0.0
"Nara, Japan",99.9,43.3,77.9,59.6,4.2,0.2
"Nara, Japan",100.0,75.7,75.5,61.3,4.3,0.3
"Nara, Japan",100.0,108.0,73.0,63.1,4.5,0.4
"Nara, Japan",100.0,103.3,72.1,64.5,4.7,0.4
"Nara, Japan",100.0,98.7,71.2,65.9,4.9,0.4
"Nara, Japan",100.0,94.0,70.3,67.4,5.1,0.3
"Nara, Japan",100.0,81.0,78.2,64.0,8.0,0.3
"Nara, Japan",100.0,68.0,86.1,60.6,10.8,0.2
"Nara, Japan",100.0,55.0,94.0,57.3,13.6,0.2
"Nara, Japan",100.0,39.3,93.8,55.4,12.0,0.1
"Nara, Japan",100.0,23.7,93.7,53.6,10.4,0.1
"Nara, Japan",100.0,8.0,93.5,51.7,8.7,0.0
"Nara, Japan",100.0,6.7,92.5,52.2,6.8,0.0
"Nara, Japan",100.0,5.3,91.5,52.7,4.8,0.0
"Nara, Japan",100.0,4.0,90.5,53.1,2.9,0.0
"Nara, Japan",100.0,2.7,91.5,53.0,2.8,0.0
"Nara, Japan",100.0,1.3,92.6,52.9,2.8,0.0
"Nara, Japan",100.0,0.0,93.6,52.8,2.7,0.0
"Nara, Japan",100.0,0.0,93.2,52.7,2.2,0.0
"Nara, Japan",100.0,0.0,92.9,52.7,1.8,0.0
"Nara, Japan",100.0,0.0,92.5,52.6,1.3,0.0
"Nara, Japan",100.0,3.0,91.7,52.7,1.1,0.0
"Nara, Japan",100.0,6.0,90.9,52.7,0.9,0.0
"Nara, Japan",100.0,9.0,90.1,52.8,0.7,0.0
"Nara, Japan",100.0,53.0,83.3,54.6,1.0,0.2
"Nara, Japan",100.0,97.0,76.4,56.4,1.3,0.3
"Nara, Japan",100.0,141.0,69.6,58.2,1.6,0.5
"Nara, Japan",100.0,343.0,60.6,60.8,1.5,1.2
"Nara, Japan",100.0,545.0,51.7,63.3,1.4,2.0
"Nara, Japan",100.0,747.0,42.7,65.9,1.3,2.7
"Nara, Japan",100.0,756.3,40.1,66.8,2.8,2.7
"Nara, Japan",100.0,765.7,37.5,67.7,4.2,2.8
"Nara, Japan",100.0,775.0,34.9,68.6,5.6,2.8
"Nara, Japan",100.0,635.3,37.2,67.1,5.0,2.3
"Nara, Japan",100.0,495.7,39.6,65.6,4.4,1.8
"Nara, Japan",100.0,356.0,41.9,64.1,3.8,1.3
"Nara, Japan",94.5,297.7,44.1,62.5,3.2,1.1
"Nara, Japan",89.0,239.3,46.2,60.9,2.6,0.9
"Nara, Japan",83.5,181.0,48.4,59.3,2.0,0.7
"Nara, Japan",89.0,120.7,52.4,58.4,1.4,0.4
"Nara, Japan",94.5,60.3,56.5,57.6,0.8,0.2
"Nara, Japan",100.0,0.0,60.5,56.7,0.2,0.0
"Nara, Japan",100.0,0.0,63.2,56.3,0.6,0.0
"Nara, Japan",100.0,0.0,65.8,55.8,1.0,0.0
"Nara, Japan",100.0,0.0,68.5,55.3,1.3,0.0
"Nara, Japan",100.0,3.7,68.7,55.2,1.3,0.0
"Nara, Japan",100.0,7.3,68.8,55.2,1.2,0.0
"Nara, Japan",100.0,11.0,69.0,55.1,1.1,0.0
"Nara, Japan",100.0,61.3,64.1,57.8,1.3,0.2
"Nara, Japan",100.0,111.7,59.1,60.5,1.6,0.4
"Nara, Japan",100.0,162.0,54.2,63.2,1.8,0.6
"Nara, Japan",100.0,314.7,52.3,64.6,3.4,1.1
"Nara, Japan",100.0,467.3,50.4,66.0,4.9,1.7
"Nara, Japan",100.0,620.0,48.5,67.4,6.5,2.2
"Nara, Japan",100.0,606.3,49.3,67.1,6.4,2.2
"Nara, Japan",100.0,592.7,50.2,66.9,6.3,2.1
"Nara, Japan",100.0,579.0,51.0,66.6,6.3,2.1
"Nara, Japan",100.0,454.7,53.2,65.8,5.2,1.6
"Nara, Japan",100.0,330.3,55.5,65.0,4.2,1.2
"Nara, Japan",100.0,206.0,57.7,64.1,3.1,0.7
"Nara, Japan",100.0,172.7,59.8,62.9,2.5,0.6
"Nara, Japan",100.0,139.3,62.0,61.7,1.9,0.5
"Nara, Japan",100.0,106.0,64.1,60.5,1.3,0.4
"Nara, Japan",93.4,70.7,66.4,59.4,1.2,0.3
"Nara, Japan",86.9,35.3,68.8,58.4,1.0,0.1
"Nara, Japan",80.3,0.0,71.1,57.3,0.9,0.0
"Nara, Japan",86.9,0.0,72.4,56.7,1.2,0.0
"Nara, Japan",93.4,0.0,73.7,56.1,1.5,0.0
"Nara, Japan",100.0,0.0,75.0,55.5,1.8,0.0
"Nara, Japan",100.0,4.0,74.7,55.6,1.3,0.0
"Nara, Japan",100.0,8.0,74.3,55.7,0.9,0.0
"Nara, Japan",100.0,12.0,74.0,55.8,0.4,0.0
"Nara, Japan",100.0,73.7,68.1,59.0,1.1,0.3
"Nara, Japan",100.0,135.3,62.1,62.2,1.8,0.5
"Nara, Japan",100.0,197.0,56.2,65.4,2.5,0.7
"Nara, Japan",100.0,409.3,50.8,67.7,3.4,1.5
"Nara, Japan",100.0,621.7,45.4,70.1,4.3,2.2
"Nara, Japan",100.0,834.0,40.0,72.4,5.1,3.0
"Nara, Japan",100.0,727.2,41.0,71.7,4.4,2.6
"Nara, Japan",100.0,620.3,41.9,71.0,3.7,2.2
"Nara, Japan",100.0,513.5,42.9,70.3,2.9,1.8
"Nara, Japan",100.0,406.7,43.8,69.6,2.2,1.5
"Nara, Japan",100.0,299.8,44.8,69.0,1.4,1.1
"Nara, Japan",100.0,193.0,45.7,68.3,0.7,0.7
"Nara, Japan",96.0,161.7,49.2,66.7,1.3,0.6
"Nara, Japan",92.1,130.3,52.7,65.0,2.0,0.5
"Nara, Japan",88.1,99.0,56.2,63.4,2.7,0.4
"Nara, Japan",92.1,66.0,57.5,62.2,2.6,0.2
"Nara, Japan",96.0,33.0,58.7,61.0,2.5,0.1
"Nara, Japan",100.0,0.0,60.0,59.8,2.5,0.0
"Nara, Japan",100.0,0.0,60.2,59.5,2.5,0.0
"Nara, Japan",100.0,0.0,60.3,59.2,2.5,0.0
"Nara, Japan",100.0,0.0,60.5,58.9,2.5,0.0
"Nara, Japan",100.0,3.0,61.0,58.8,2.5,0.0
"Nara, Japan",100.0,6.0,61.5,58.8,2.6,0.0
"Nara, Japan",100.0,9.0,62.0,58.7,2.7,0.0
"Nara, Japan",100.0,66.0,56.7,62.0,2.5,0.2
"Nara, Japan",100.0,123.0,51.3,65.3,2.4,0.4
"Nara, Japan",100.0,180.0,46.0,68.6,2.2,0.6
"Nara, Japan",100.0,311.0,43.6,70.4,1.9,1.1
"Nara, Japan",100.0,442.0,41.1,72.2,1.5,1.6
"Nara, Japan",100.0,573.0,38.7,74.0,1.1,2.1
"Nara, Japan",100.0,531.3,42.3,72.2,2.0,1.9
"Nara, Japan",100.0,489.7,45.9,70.4,2.9,1.8
"Nara, Japan",100.0,448.0,49.5,68.6,3.8,1.6
"Nara, Japan",100.0,317.7,62.3,65.3,3.4,1.1
"Nara, Japan",100.0,187.3,75.2,61.9,3.1,0.7
"Nara, Japan",100.0,57.0,88.0,58.6,2.7,0.2
"Nara, Japan",100.0,47.7,90.0,57.8,3.5,0.2
"Nara, Japan",100.0,38.3,92.0,57.0,4.3,0.1
"Nara, Japan",100.0,29.0,94.0,56.2,5.1,0.1
"Nara, Japan",100.0,19.3,94.4,56.3,5.1,0.1
"Nara, Japan",100.0,9.7,94.7,56.3,5.0,0.0
"Nara, Japan",100.0,0.0,95.1,56.4,4.9,0.0
"Nara, Japan",100.0,0.0,95.4,56.5,4.5,0.0
"Nara, Japan",100.0,0.0,95.6,56.6,4.0,0.0
"Nara, Japan",100.0,0.0,95.9,56.7,3.6,0.0
"Nara, Japan",,,,,,
"Nara, Japan",,,,,,
"Nara, Japan",,,,,,
"Nara, Japan",,,,,,
"Nara, Japan",,,,,,
"Nara, Japan",,,,,,
"Nara, Japan",,,,,,
"Nara, Japan",,,,,,
"Tokyo, Japan",0.0,899.0,30.3,60.7,5.1,3.2
"Tokyo, Japan",0.0,932.0,25.2,63.1,5.4,3.4
"Tokyo, Japan",1.6,944.0,21.0,65.4,6.7,3.4
"Tokyo, Japan",2.9,934.0,18.6,66.8,4.5,3.4
"Tokyo, Japan",1.2,903.0,18.0,68.1,4.5,3.3
"Tokyo, Japan",0.2,555.0,20.0,67.9,10.3,2.0
"Tokyo, Japan",26.5,444.0,23.2,66.3,11.9,1.6
"Tokyo, Japan",59.2,334.0,27.7,64.5,11.2,1.2
"Tokyo, Japan",92.0,251.0,39.7,61.6,13.4,0.9
"Tokyo, Japan",100.0,201.0,41.7,61.1,12.5,0.7
"Tokyo, Japan",100.0,167.0,42.7,60.0,9.6,0.6
"Tokyo, Japan",100.0,0.0,45.0,59.1,7.8,0.0
"Tokyo, Japan",89.6,0.0,44.2,58.7,5.6,0.0
"Tokyo, Japan",100.0,0.0,42.4,58.4,3.6,0.0
"Tokyo, Japan",100.0,0.0,42.2,58.2,4.9,0.0
"Tokyo, Japan",100.0,0.0,43.2,57.1,6.9,0.0
"Tokyo, Japan",100.0,0.0,45.7,56.6,4.9,0.0
"Tokyo, Japan",100.0,0.0,48.2,56.4,5.6,0.0
"Tokyo, Japan",80.8,0.0,50.2,56.0,4.3,0.0
"Tokyo, Japan",100.0,18.0,50.4,55.8,3.8,0.1
"Tokyo, Japan",100.0,70.0,48.5,56.7,3.1,0.3
"Tokyo, Japan",100.0,143.0,45.2,58.4,2.0,0.5
"Tokyo, Japan",100.0,219.0,41.9,60.2,2.9,0.8
"Tokyo, Japan",100.0,770.0,38.0,62.3,2.9,2.8
"Tokyo, Japan",100.0,806.0,33.9,64.3,5.4,2.9
"Tokyo, Japan",100.0,833.0,30.1,66.1,6.9,3.0
"Tokyo, Japan",100.0,784.0,28.2,66.8,7.2,2.8
"Tokyo, Japan",60.4,757.0,26.1,67.9,7.4,2.7
"Tokyo, Japan",97.5,751.0,25.5,69.2,8.5,2.7
"Tokyo, Japan",100.0,471.0,29.7,68.6,10.7,1.7
"Tokyo, Japan",100.0,359.0,35.9,67.0,13.2,1.3
"Tokyo, Japan",100.0,267.0,42.5,65.0,13.9,1.0
"Tokyo, Japan",100.0,201.0,47.0,63.6,13.6,0.7
"Tokyo, Japan",99.0,161.0,51.5,62.9,13.0,0.6
"Tokyo, Japan",96.4,134.0,53.7,62.1,13.0,0.5
"Tokyo, Japan",94.5,0.0,55.0,61.8,13.0,0.0
"Tokyo, Japan",91.0,0.0,56.7,61.4,12.5,0.0
"Tokyo, Japan",5.0,0.0,58.0,61.4,12.3,0.0
"Tokyo, Japan",0.4,0.0,59.7,60.9,11.9,0.0
"Tokyo, Japan",3.4,0.0,62.4,60.5,11.4,0.0
"Tokyo, Japan",8.5,0.0,64.8,60.0,10.7,0.0
"Tokyo, Japan",52.4,0.0,66.9,59.6,9.6,0.0
"Tokyo, Japan",99.0,0.0,68.6,59.3,8.1,0.0
"Tokyo, Japan",100.0,17.0,67.6,59.4,7.6,0.1
"Tokyo, Japan",100.0,57.0,64.0,60.5,6.5,0.2
"Tokyo, Japan",100.0,103.0,59.9,61.4,4.7,0.4
"Tokyo, Japan",100.0,141.0,56.2,62.5,2.5,0.5
"Tokyo, Japan",100.0,453.0,52.5,63.8,2.9,1.6
"Tokyo, Japan",100.0,478.0,48.7,65.0,3.1,1.7
"Tokyo, Japan",100.0,534.0,44.5,66.5,2.2,1.9
"Tokyo, Japan",99.8,574.0,41.0,68.1,0.2,2.1
"Tokyo, Japan",100.0,576.0,40.2,68.8,6.0,2.1
"Tokyo, Japan",100.0,503.0,49.0,63.8,20.8,1.8
