TIME,demand,solar,wind
14:00,"2,709",483,3
15:00,"2,747",371,3
16:00,"2,787",227,3
17:00,"2,831",69,3
18:00,"2,965",1,3
19:00,"3,026",0,4
20:00,"2,911",0,5
21:00,"2,758",0,5
22:00,"2,594",0,4
23:00,"2,430",0,4
0:00,"2,276",0,5
1:00,"2,170",0,5
2:00,"2,164",0,5
3:00,"2,206",0,4
4:00,"2,256",0,4
5:00,"2,324",11,5
6:00,"2,539",78,6
7:00,"2,771",172,5
8:00,"3,066",252,7
9:00,"3,344",302,8
10:00,"3,397",282,8
11:00,"3,433",286,10
12:00,"3,269",282,13
13:00,"3,422",240,14
14:00,"3,443",201,14
15:00,"3,424",149,16
16:00,"3,436",98,17
17:00,"3,362",21,17
18:00,"3,361",0,16
19:00,"3,298",0,15
20:00,"3,128",0,15
21:00,"2,955",0,16
22:00,"2,898",0,16
23:00,"2,705",0,16
0:00,"2,483",0,12
1:00,"2,355",0,12
2:00,"2,338",0,12
3:00,"2,375",0,11
4:00,"2,412",0,10
5:00,"2,477",0,10
6:00,"2,675",1,8
7:00,"2,935",22,8
8:00,"3,237",27,8
9:00,"3,512",31,8
10:00,"3,593",42,7
11:00,"3,603",56,6
12:00,"3,427",64,6
13:00,"3,567",72,6
14:00,"3,569",95,5
15:00,"3,511",76,5
16:00,"3,507",40,5
17:00,"3,433",11,5
18:00,"3,411",0,6
19:00,"3,301",0,8
20:00,"3,129",0,10
21:00,"2,947",0,11
22:00,"2,853",0,11
23:00,"2,693",0,13
0:00,"2,475",0,14
1:00,"2,337",0,12
2:00,"2,307",0,12
3:00,"2,354",0,14
4:00,"2,389",0,15
5:00,"2,433",38,15
6:00,"2,620",180,15
7:00,"2,845",347,13
8:00,"3,132",502,13
9:00,"3,386",605,14
10:00,"3,485",662,15
11:00,"3,508",676,14
12:00,"3,351",660,13
13:00,"3,504",613,12
14:00,"3,524",536,11
15:00,"3,497",401,11
16:00,"3,490",244,10
17:00,"3,367",84,10
18:00,"3,312",4,9
19:00,"3,290",0,10
20:00,"3,119",0,11
21:00,"2,959",0,11
22:00,"2,867",0,11
23:00,"2,680",0,10
0:00,"2,460",0,10
1:00,"2,329",0,11
2:00,"2,307",0,12
3:00,"2,347",0,13
4:00,"2,384",0,14
5:00,"2,423",34,14
6:00,"2,605",168,14
7:00,"2,831",336,14
8:00,"3,110",483,15
9:00,"3,369",583,16
10:00,"3,459",638,16
11:00,"3,496",652,14
12:00,"3,326",628,14
13:00,"3,492",568,14
14:00,"3,522",500,14
15:00,"3,490",355,14
16:00,"3,460",183,15
17:00,"3,345",54,14
18:00,"3,330",2,14
19:00,"3,281",0,15
20:00,"3,097",0,14
21:00,"2,944",0,15
22:00,"2,855",0,14
23:00,"2,675",0,14
0:00,"2,467",0,12
1:00,"2,335",0,11
2:00,"2,326",0,10
3:00,"2,356",0,11
4:00,"2,394",0,12
5:00,"2,424",30,12
6:00,"2,612",130,9
7:00,"2,835",237,8
8:00,"3,106",291,7
9:00,"3,348",328,6
10:00,"3,415",330,6
11:00,"3,418",314,6
12:00,"3,250",319,5
13:00,"3,378",292,6
14:00,"3,387",318,6
15:00,"3,357",288,5
16:00,"3,329",160,5
17:00,"3,247",57,6
18:00,"3,265",1,5
19:00,"3,235",0,6
20:00,"3,074",0,7
21:00,"2,901",0,7
22:00,"2,844",0,6
23:00,"2,673",0,5
0:00,"2,478",0,5
1:00,"2,344",0,4
2:00,"2,310",0,5
3:00,"2,331",0,5
4:00,"2,332",0,5
5:00,"2,310",31,5
6:00,"2,388",162,5
7:00,"2,526",322,6
8:00,"2,732",459,6
9:00,"2,913",554,6
10:00,"3,003",628,6
11:00,"3,051",654,6
12:00,"2,992",610,7
13:00,"3,039",540,8
14:00,"3,024",396,9
15:00,"3,006",240,9
16:00,"2,986",129,11
17:00,"2,988",52,11
18:00,"3,057",0,12
19:00,"3,056",0,12
20:00,"2,924",0,13
21:00,"2,777",0,14
22:00,"2,665",0,12
23:00,"2,519",0,12
0:00,"2,346",0,13
1:00,"2,228",0,12
2:00,"2,210",0,12
3:00,"2,227",0,13
4:00,"2,224",0,13
5:00,"2,195",33,12
6:00,"2,233",154,10
7:00,"2,359",310,9
8:00,"2,527",456,10
9:00,"2,684",547,10
10:00,"2,797",624,11
11:00,"2,848",656,10
12:00,"2,843",627,9
13:00,"2,851",582,8
14:00,"2,862",497,8
15:00,"2,867",353,7
16:00,"2,896",206,7
17:00,"2,928",73,7
18:00,"2,994",3,7
19:00,"3,044",0,7
20:00,"2,919",0,7
21:00,"2,753",0,6
22:00,"2,588",0,6
23:00,"2,416",0,5
0:00,"2,247",0,2
1:00,"2,147",0,2
2:00,"2,141",0,2
3:00,"2,195",0,2
4:00,"2,230",0,2
5:00,"2,290",39,2
6:00,"2,516",157,1
7:00,"2,798",295,0
8:00,"3,154",432,0
9:00,"3,477",520,0
10:00,"3,666",565,0
11:00,"3,746",573,1
12:00,"3,622",591,1
13:00,"3,835",578,1
14:00,"3,882",503,2
15:00,"3,845",366,1
16:00,"3,823",220,1
17:00,"3,669",76,1
18:00,"3,582",2,1
19:00,"3,496",0,1
20:00,"3,282",0,1
21:00,"3,083",0,1
22:00,"2,983",0,1
23:00,"2,808",0,1
0:00,"2,607",0,1
1:00,"2,469",0,2
2:00,"2,437",0,2
3:00,"2,466",0,2
4:00,"2,494",0,2
5:00,"2,535",32,1
6:00,"2,748",155,1
7:00,"3,039",312,1
8:00,"3,421",446,1
9:00,"3,775",520,1
10:00,"3,960",576,1
11:00,"3,988",535,1
12:00,"3,871",526,2
13:00,"4,018",403,2
14:00,"3,988",317,4
15:00,"3,877",232,4
16:00,"3,801",141,5
17:00,"3,616",57,7
18:00,"3,545",4,8
19:00,"3,481",0,10
20:00,"3,276",0,12
21:00,"3,077",0,12
22:00,"2,987",0,12
23:00,"2,812",0,12
0:00,"2,608",0,12
1:00,"2,475",0,11
2:00,"2,442",0,11
3:00,"2,485",0,9
4:00,"2,522",0,9
5:00,"2,568",3,9
6:00,"2,770",30,9
7:00,"3,047",109,9
8:00,"3,356",170,9
9:00,"3,655",218,9
10:00,"3,712",207,8
11:00,"3,779",238,7
12:00,"3,588",210,7
13:00,"3,716",219,7
14:00,"3,709",186,8
15:00,"3,654",113,7
16:00,"3,618",60,8
17:00,"3,517",15,7
18:00,"3,498",0,7
19:00,"3,425",0,7
20:00,"3,238",0,7
21:00,"3,051",0,7
22:00,"2,971",0,8
23:00,"2,788",0,8
0:00,"2,559",0,10
1:00,"2,427",0,10
2:00,"2,402",0,9
3:00,"2,450",0,8
4:00,"2,485",0,8
5:00,"2,519",13,8
6:00,"2,709",86,8
7:00,"2,993",186,8
8:00,"3,400",330,8
9:00,"3,702",363,8
10:00,"3,799",419,8
11:00,"3,787",471,8
12:00,"3,638",480,8
13:00,"3,817",462,8
14:00,"3,847",390,9
15:00,"3,800",305,9
16:00,"3,755",177,9
17:00,"3,573",39,10
18:00,"3,507",0,11
19:00,"3,462",0,11
20:00,"3,259",0,11
21:00,"3,047",0,12
22:00,"2,935",0,11
23:00,"2,746",0,11
0:00,"2,541",0,11
1:00,"2,414",0,11
2:00,"2,390",0,11
3:00,"2,418",0,8
4:00,"2,461",0,8
5:00,"2,512",0,10
6:00,"2,717",12,7
7:00,"3,002",28,5
8:00,"3,367",54,5
9:00,"3,605",81,4
10:00,"3,655",123,4
11:00,"3,626",136,6
12:00,"3,400",160,6
13:00,"3,504",145,7
14:00,"3,493",160,8
15:00,"3,427",180,6
16:00,"3,416",151,4
17:00,"3,286",58,4
18:00,"3,262",2,6
19:00,"3,228",0,7
20:00,"3,046",0,6
21:00,"2,866",0,5
22:00,"2,778",0,5
23:00,"2,619",0,5
0:00,"2,433",0,4
1:00,"2,298",0,3
2:00,"2,253",0,2
3:00,"2,267",0,2
4:00,"2,283",0,2
5:00,"2,264",7,2
6:00,"2,346",46,1
7:00,"2,514",103,1
8:00,"2,695",154,0
9:00,"2,918",250,0
10:00,"2,974",350,0
11:00,"3,054",437,0
12:00,"2,955",450,0
13:00,"3,010",334,1
14:00,"2,957",181,1
15:00,"2,903",147,1
16:00,"2,918",123,2
17:00,"2,900",61,2
18:00,"2,935",5,2
19:00,"2,978",0,2
20:00,"2,862",0,2
21:00,"2,735",0,3
22:00,"2,588",0,5
23:00,"2,416",0,6
0:00,"2,232",0,5
1:00,"2,122",0,5
2:00,"2,096",0,4
3:00,"2,123",0,2
4:00,"2,114",0,2
5:00,"2,093",33,2
6:00,"2,140",159,1
7:00,"2,274",320,0
8:00,"2,428",430,1
9:00,"2,599",538,1
10:00,"2,703",616,1
11:00,"2,767",634,1
12:00,"2,787",603,2
13:00,"2,752",541,2
14:00,"2,761",449,3
15:00,"2,736",283,4
16:00,"2,812",161,5
17:00,"2,864",52,6
18:00,"2,949",1,8
19:00,"3,013",0,6
20:00,"2,904",0,6
21:00,"2,732",0,7
22:00,"2,561",0,7
23:00,"2,425",0,6
0:00,"2,256",0,5
1:00,"2,160",0,5
2:00,"2,159",0,5
3:00,"2,193",0,4
4:00,"2,235",0,7
5:00,"2,305",0,8
6:00,"2,486",16,9
7:00,"2,715",50,7
8:00,"3,130",135,8
9:00,"3,360",211,8
10:00,"3,431",226,6
11:00,"3,467",245,6
12:00,"3,264",190,6
13:00,"3,419",152,6
14:00,"3,425",145,6
15:00,"3,355",100,5
16:00,"3,340",56,6
17:00,"3,272",17,6
18:00,"3,271",0,6
19:00,"3,227",0,5
20:00,"3,081",0,5
21:00,"2,899",0,5
22:00,"2,605",0,5
23:00,"2,461",0,4
0:00,"2,355",0,4
1:00,"2,252",0,3
2:00,"2,244",0,2
3:00,"2,265",0,1
4:00,"2,326",0,1
5:00,"2,374",25,1
6:00,"2,549",118,1
7:00,"2,760",247,0
8:00,"3,085",381,0
9:00,"3,337",468,1
10:00,"3,427",506,1
11:00,"3,464",518,1
12:00,"3,349",495,1
13:00,"3,508",484,2
14:00,"3,522",417,3
15:00,"3,487",314,5
16:00,"3,450",177,7
17:00,"3,329",55,7
18:00,"3,316",3,10
19:00,"3,287",0,11
20:00,"3,124",0,12
21:00,"2,951",0,11
22:00,"2,847",0,12
23:00,"2,588",0,12
0:00,2478,0,14
1:00,2367,0,14
2:00,2351,0,14
3:00,2378,0,11
4:00,2398,0,10
5:00,2421,38,10
6:00,2595,148,10
7:00,2785,285,10
8:00,3037,390,12
9:00,3279,489,13
10:00,3400,556,14
11:00,3450,592,13
12:00,3299,609,14
13:00,3415,580,13
14:00,3458,505,12
15:00,3431,380,13
16:00,3405,231,13
17:00,3304,92,12
18:00,3251,9,11
19:00,3230,0,14
20:00,3050,0,13
21:00,2864,0,12
22:00,2678,0,13
23:00,2501,0,12
0:00,2398,0,13
1:00,2295,0,14
2:00,2277,0,14
3:00,2327,0,14
4:00,2349,0,13
5:00,2420,48,12
6:00,2597,188,12
7:00,2807,362,11
8:00,3059,500,10
9:00,3280,590,10
10:00,3349,642,11
11:00,3394,673,11
12:00,3230,675,12
13:00,3374,620,12
14:00,3399,539,11
15:00,3385,412,10
16:00,3373,240,9
17:00,3284,109,10
18:00,3216,10,11
19:00,3217,0,9
20:00,3041,0,9
21:00,2877,0,11
22:00,2761,0,13
23:00,2595,0,14
0:00,2402,0,9
1:00,2294,0,6
2:00,2292,0,5
3:00,2341,0,5
4:00,2365,0,5
5:00,2426,51,4
6:00,2601,191,4
7:00,2793,353,3
8:00,3050,469,2
9:00,3295,565,1
10:00,3379,637,1
11:00,3407,663,2
12:00,3239,642,2
13:00,3363,593,3
14:00,3395,516,4
15:00,3346,399,6
16:00,3336,237,7
17:00,3248,88,8
18:00,3181,6,9
19:00,3185,0,11
20:00,3028,0,11
21:00,2859,0,11
22:00,2760,0,12
23:00,2629,0,13
0:00,2442,0,11
1:00,2315,0,10
2:00,2276,0,9
3:00,2296,0,7
4:00,2293,0,8
5:00,2268,46,8
6:00,2339,179,7
7:00,2487,326,7
8:00,2728,464,7
9:00,2907,549,8
10:00,3028,576,9
11:00,3110,605,10
12:00,3092,546,11
13:00,3085,403,13
14:00,3024,285,13
15:00,2991,206,14
16:00,2979,115,13
17:00,2955,44,14
18:00,3012,1,13
19:00,3029,0,12
20:00,2907,0,12
21:00,2749,0,13
22:00,2594,0,13
23:00,2438,0,10
0:00,2262,0,9
1:00,2153,0,10
2:00,2112,0,9
3:00,2137,0,8
4:00,2150,0,8
5:00,2111,5,7
6:00,2177,62,6
7:00,2319,137,6
8:00,2437,220,5
9:00,2580,317,3
10:00,2665,365,3
11:00,2650,296,3
12:00,2686,338,3
13:00,2649,374,3
14:00,2643,393,3
15:00,2612,270,3
16:00,2638,191,3
17:00,2755,95,3
18:00,2833,8,2
19:00,2914,0,2
20:00,2798,0,2
21:00,2647,0,2
22:00,2508,0,1
23:00,2349,0,2
0:00,2189,0,2
1:00,2092,0,3
2:00,2102,0,4
3:00,2152,0,6
4:00,2204,0,6
5:00,2276,10,6
6:00,2481,51,6
7:00,2752,130,6
8:00,3081,211,6
9:00,3367,291,6
10:00,3449,361,6
11:00,3512,450,5
12:00,3310,443,5
13:00,3392,385,5
14:00,3406,309,4
15:00,3379,234,4
16:00,3366,118,3
17:00,3302,33,3
18:00,3290,1,4
19:00,3229,0,4
20:00,3056,0,4
21:00,2896,0,4
22:00,2780,0,3
23:00,2615,0,3
0:00,2444,0,2
1:00,2322,0,2
2:00,2316,0,2
3:00,2355,0,1
4:00,2402,0,2
5:00,2458,3,2
6:00,2635,32,1
7:00,2879,83,1
8:00,3186,131,1
9:00,3439,150,1
10:00,3502,159,1
11:00,3497,150,1
12:00,3359,133,2
13:00,3458,97,2
14:00,3452,71,2
15:00,3417,45,3
16:00,3422,28,2
17:00,3344,8,3
18:00,3357,0,2
19:00,3298,0,3
20:00,3106,0,3
21:00,2940,0,3
22:00,2825,0,3
23:00,2658,0,3
0:00,2465,0,3
1:00,2350,0,3
2:00,2335,0,3
3:00,2383,0,3
4:00,2415,0,3
5:00,2459,7,3
6:00,2644,63,3
7:00,2887,155,3
8:00,3223,313,3
9:00,3458,430,3
10:00,3560,548,3
11:00,3612,583,4
12:00,3511,590,3
13:00,3611,474,3
14:00,3613,356,4
15:00,3587,285,5
16:00,3546,156,5
17:00,3405,52,4
18:00,3368,3,5
19:00,3347,0,5
20:00,3172,0,6
21:00,2992,0,6
22:00,2901,0,6
23:00,2695,0,6
0:00,2492,0,6
1:00,2379,0,6
2:00,2362,0,5
3:00,2400,0,4
4:00,2441,0,3
5:00,2497,11,3
6:00,2700,55,2
7:00,2955,74,3
8:00,3264,86,4
9:00,3568,109,3
10:00,3627,135,3
11:00,3642,170,2
12:00,3483,203,2
13:00,3585,186,1
14:00,3590,178,1
15:00,3580,177,1
16:00,3607,116,1
17:00,3521,29,2
18:00,3500,0,3
19:00,3430,0,3
20:00,3232,0,3
21:00,3048,0,5
22:00,2914,0,4
23:00,2738,0,3
0:00,2527,0,4
1:00,2397,0,5
2:00,2373,0,5
3:00,2409,0,7
4:00,2445,0,7
5:00,2485,34,5
6:00,2672,157,6
7:00,2941,317,6
8:00,3304,460,6
9:00,3600,531,5
10:00,3721,574,4
11:00,3787,585,4
12:00,3671,598,4
13:00,3774,516,3
14:00,3801,467,3
15:00,3760,360,2
16:00,3732,228,2
17:00,3563,79,2
18:00,3447,4,2
19:00,3379,0,1
20:00,3183,0,1
21:00,3024,0,1
22:00,2906,0,1
23:00,2743,0,1
0:00,2545,0,0
1:00,2349,0,0
2:00,2289,0,0
3:00,2303,0,0
4:00,2301,0,0
5:00,2272,42,0
6:00,2356,170,0
7:00,2578,328,0
8:00,2869,462,1
9:00,3101,554,1
10:00,3213,613,1
11:00,3273,624,1
12:00,3232,578,1
13:00,3264,538,2
14:00,3247,450,3
15:00,3196,315,3
16:00,3150,170,3
17:00,3089,75,4
18:00,3100,7,4
19:00,3147,0,5
20:00,3026,0,5
21:00,2863,0,5
22:00,2705,0,4
23:00,2566,0,3
0:00,2395,0,2
1:00,2253,0,3
2:00,2210,0,3
3:00,2247,0,3
4:00,2245,0,3
5:00,2227,30,2
6:00,2277,134,1
7:00,2410,261,1
8:00,2626,346,1
9:00,2816,430,1
10:00,2884,492,1
11:00,2944,522,2
12:00,2956,488,3
13:00,2972,433,4
14:00,2958,310,5
15:00,2923,194,6
16:00,2929,113,6
17:00,3003,33,5
18:00,3105,0,5
19:00,3128,0,5
20:00,2993,0,4
21:00,2857,0,6
22:00,2686,0,8
23:00,2528,0,9
0:00,2347,0,10
1:00,2231,0,10
2:00,2224,0,9
3:00,2279,0,10
4:00,2339,0,11
5:00,2428,0,12
6:00,2623,0,13
7:00,2889,17,14
8:00,3243,49,17
9:00,3537,80,15
10:00,3600,97,14
11:00,3639,129,13
12:00,3411,121,11
13:00,3541,128,12
14:00,3547,110,14
15:00,3474,63,16
16:00,3454,43,17
17:00,3391,23,17
18:00,3346,6,16
19:00,3287,0,15
20:00,3115,0,15
21:00,2932,0,15
22:00,2819,0,15
23:00,2654,0,14
0:00,2454,0,12
1:00,2320,0,12
2:00,2298,0,12
3:00,2355,0,12
4:00,2385,0,12
5:00,2440,35,13
6:00,2641,139,11
7:00,2903,265,10
8:00,3224,345,9
9:00,3547,462,8
10:00,3624,457,7
11:00,3663,442,6
12:00,3484,441,5
13:00,3610,378,4
14:00,3621,318,4
15:00,3585,227,3
16:00,3596,147,3
17:00,3494,46,3
18:00,3444,2,2
19:00,3385,0,2
20:00,3207,0,2
21:00,2992,0,1
22:00,2831,0,1
23:00,2656,0,1
0:00,2476,0,2
1:00,2348,0,2
2:00,2320,0,2
3:00,2369,0,2
4:00,2412,0,2
5:00,2474,0,2
6:00,2654,10,1
7:00,2905,37,2
8:00,3240,78,2
9:00,3481,115,2
10:00,3542,162,1
11:00,3570,200,2
12:00,3414,216,1
13:00,3532,219,2
14:00,3503,185,2
15:00,3432,105,2
16:00,3434,48,2
17:00,3386,9,3
18:00,3350,0,3
19:00,3311,0,4
20:00,3171,0,4
21:00,2974,0,4
22:00,2861,0,4
23:00,2702,0,5
0:00,2501,0,4
1:00,2362,0,5
2:00,2331,0,5
3:00,2382,0,4
4:00,2423,0,4
5:00,2469,0,5
6:00,2661,21,5
7:00,2892,76,6
8:00,3272,102,7
9:00,3582,118,7
10:00,3669,132,6
11:00,3681,117,6
12:00,3522,117,7
13:00,3611,156,11
14:00,3615,131,12
15:00,3572,93,13
16:00,3560,46,14
17:00,3500,13,14
18:00,3475,0,16
19:00,3375,0,18
20:00,3169,0,20
21:00,3022,0,19
22:00,2887,0,16
23:00,2717,0,14
0:00,2513,0,13
1:00,2365,0,13
2:00,2327,0,12
3:00,2378,0,11
4:00,2423,0,9
5:00,2455,15,9
6:00,2651,105,8
7:00,2919,258,8
8:00,3340,396,8
9:00,3683,486,9
10:00,3800,547,11
11:00,3884,563,12
12:00,3801,546,13
13:00,3974,463,12
14:00,3964,348,14
15:00,3963,266,14
16:00,3907,149,13
17:00,3752,64,12
18:00,3669,9,9
19:00,3627,0,9
20:00,3420,0,10
21:00,3187,0,9
22:00,3044,0,8
23:00,2854,0,8
0:00,2624,0,9
1:00,2444,0,9
2:00,2364,0,10
3:00,2366,0,9
4:00,2362,0,8
5:00,2356,40,7
6:00,2456,164,9
7:00,2678,327,8
8:00,2965,465,8
9:00,3218,557,7
10:00,3362,617,8
11:00,3455,636,6
12:00,3467,632,4
13:00,3502,587,4
14:00,3536,512,4
15:00,3521,381,3
16:00,3497,238,3
17:00,3415,95,3
18:00,3341,9,2
19:00,3333,0,2
20:00,3179,0,2
21:00,3034,0,2
22:00,2897,0,2
23:00,2697,0,2
0:00,2474,0,2
1:00,2313,0,2
2:00,2262,0,2
3:00,2260,0,2
4:00,2250,0,2
5:00,2246,44,2
6:00,2303,152,2
7:00,2470,280,2
8:00,2697,375,3
9:00,2920,413,4
10:00,3041,393,5
11:00,3129,384,5
12:00,3058,271,7
13:00,3075,243,9
14:00,3024,176,11
15:00,2988,106,12
16:00,3012,44,13
17:00,3060,16,14
18:00,3125,0,15
19:00,3153,0,14
20:00,3047,0,14
21:00,2902,0,15
22:00,2754,0,16
23:00,2581,0,17
0:00,2376,0,17
1:00,2265,0,19
2:00,2245,0,16
3:00,2297,0,13
4:00,2352,0,11
5:00,2416,22,10
6:00,2610,103,9
7:00,2921,230,9
8:00,3352,329,9
9:00,3684,428,10
10:00,3866,545,9
11:00,4009,611,9
12:00,3904,581,9
13:00,4126,468,11
14:00,4158,323,11
15:00,4082,200,11
16:00,4066,120,11
17:00,3992,71,10
18:00,3901,6,11
19:00,3850,0,9
20:00,3618,0,5
21:00,3379,0,3
22:00,3214,0,2
23:00,2981,0,2
0:00,2721,0,2
1:00,2541,0,2
2:00,2457,0,2
3:00,2445,0,2
4:00,2449,0,2
5:00,2481,5,2
6:00,2700,24,2
7:00,3051,45,2
8:00,3495,72,2
9:00,3856,102,1
10:00,3909,117,2
11:00,3932,128,3
12:00,3671,166,4
13:00,3801,261,3
14:00,3842,330,2
15:00,3851,293,2
16:00,3891,205,2
17:00,3784,92,2
18:00,3699,9,2
19:00,3666,0,2
20:00,3456,0,2
21:00,3230,0,2
22:00,3116,0,2
23:00,2889,0,2
0:00,2621,0,1
1:00,2450,0,1
2:00,2377,0,2
3:00,2386,0,1
4:00,2389,0,1
5:00,2404,8,1
6:00,2616,51,0
7:00,2942,87,0
8:00,3391,117,0
9:00,3785,187,1
10:00,3859,180,1
11:00,3888,169,1
12:00,3706,165,1
13:00,3811,107,1
14:00,3819,88,1
15:00,3764,55,2
16:00,3777,27,2
17:00,3681,4,2
18:00,3643,0,3
19:00,3556,0,4
20:00,3364,0,4
21:00,3159,0,4
22:00,2993,0,5
23:00,2787,0,4
0:00,2558,0,3
1:00,2398,0,3
2:00,2336,0,3
3:00,2340,0,5
4:00,2363,0,5
5:00,2398,0,7
6:00,2586,3,10
7:00,2906,17,10
8:00,3387,43,11
9:00,3766,63,12
10:00,3890,91,13
11:00,3896,125,14
12:00,3734,193,15
13:00,3859,242,14
14:00,3878,294,12
15:00,3903,263,11
16:00,3951,176,12
17:00,3865,79,11
18:00,3771,8,13
19:00,3701,0,11
20:00,3448,0,10
21:00,3227,0,10
22:00,3039,0,9
23:00,2829,0,8
0:00,2576,0,5
1:00,2405,0,3
2:00,2337,0,3
3:00,2342,0,2
4:00,2371,0,2
5:00,2374,10,2
6:00,2555,55,2
7:00,2874,126,1
8:00,3305,166,1
9:00,3671,220,1
10:00,3771,233,1
11:00,3803,217,1
12:00,3641,155,2
13:00,3786,111,3
14:00,3767,84,3
15:00,3724,57,2
16:00,3745,21,3
17:00,3657,2,4
18:00,3624,0,5
19:00,3518,0,6
20:00,3307,0,10
21:00,3130,0,11
22:00,2985,0,13
23:00,2797,0,16
0:00,2591,0,20
1:00,2431,0,19
2:00,2365,0,17
3:00,2365,0,17
4:00,2353,0,21
5:00,2333,0,22
6:00,2386,6,23
7:00,2567,44,22
8:00,2915,112,23
9:00,3211,127,24
10:00,3384,186,26
11:00,3461,238,28
12:00,3399,217,27
13:00,3462,241,26
14:00,3474,178,25
15:00,3429,130,22
16:00,3388,68,21
17:00,3371,18,20
18:00,3426,0,19
19:00,3423,0,19
20:00,3270,0,20
21:00,3069,0,20
22:00,2889,0,20
23:00,2709,0,22
0:00,2494,0,20
1:00,2339,0,17
2:00,2258,0,19
3:00,2248,0,19
4:00,2214,0,21
5:00,2167,30,20
6:00,2237,147,18
7:00,2401,291,16
8:00,2636,412,13
9:00,2862,457,11
10:00,3012,503,11
11:00,3072,469,11
12:00,3123,437,12
13:00,3103,375,12
14:00,3142,328,13
15:00,3162,271,14
16:00,3166,167,14
17:00,3205,80,13
18:00,3253,14,14
19:00,3335,0,14
20:00,3230,0,13
21:00,3037,0,16
22:00,2849,0,16
23:00,2643,0,15
0:00,2399,0,14
1:00,2253,0,11
2:00,2196,0,11
3:00,2211,0,10
4:00,2228,0,10
5:00,2274,41,10
6:00,2503,163,8
7:00,2866,313,6
8:00,3360,456,5
9:00,3748,556,4
10:00,3936,621,3
11:00,3964,578,2
12:00,3819,543,2
13:00,3990,505,2
14:00,4045,444,2
15:00,4009,327,3
16:00,3942,151,3
17:00,3761,54,3
18:00,3706,3,2
19:00,3641,0,2
20:00,3424,0,2
21:00,3206,0,3
22:00,3123,0,3
23:00,2872,0,5
0:00,2659,0,4
1:00,2485,0,4
2:00,2405,0,3
3:00,2384,0,4
4:00,2390,0,3
5:00,2417,0,3
6:00,2595,1,3
7:00,2850,17,3
8:00,3235,59,4
9:00,3553,82,5
10:00,3643,120,6
11:00,3641,147,7
12:00,3456,134,8
13:00,3615,118,9
14:00,3642,96,9
15:00,3609,61,9
16:00,3622,30,8
17:00,3557,8,7
18:00,3523,0,6
19:00,3451,0,5
20:00,3265,0,5
21:00,3086,0,4
22:00,2952,0,3
23:00,2771,0,2
0:00,2536,0,1
1:00,2372,0,1
2:00,2315,0,1
3:00,2333,0,1
4:00,2349,0,1
5:00,2378,5,1
6:00,2560,33,1
7:00,2851,73,1
8:00,3229,125,1
9:00,3544,158,1
10:00,3648,267,1
11:00,3693,323,1
12:00,3535,304,2
13:00,3680,223,2
14:00,3706,164,2
15:00,3649,89,2
16:00,3667,32,2
17:00,3602,7,2
18:00,3567,0,2
19:00,3499,0,3
20:00,3293,0,3
21:00,3088,0,2
22:00,2984,0,2
23:00,2785,0,2
0:00,2539,0,2
1:00,2381,0,2
2:00,2325,0,4
3:00,2333,0,4
4:00,2339,0,4
5:00,2336,1,4
6:00,2505,25,4
7:00,2791,76,3
8:00,3200,116,3
9:00,3546,157,3
10:00,3654,197,3
11:00,3704,236,3
12:00,3638,323,4
13:00,3768,242,4
14:00,3823,234,5
15:00,3789,184,5
16:00,3788,104,7
17:00,3700,33,7
18:00,3673,1,6
19:00,3610,0,4
20:00,3394,0,3
21:00,3204,0,4
22:00,3039,0,4
23:00,2830,0,2
0:00,2600,0,2
1:00,2418,0,2
2:00,2342,0,2
3:00,2339,0,3
4:00,2344,0,5
5:00,2356,2,5
6:00,2559,65,5
7:00,2858,152,4
8:00,3270,250,3
9:00,3727,363,4
10:00,3988,478,4
11:00,4122,513,3
12:00,4031,540,2
13:00,4164,485,4
14:00,4252,453,3
15:00,4228,326,2
16:00,4196,163,2
17:00,4021,50,2
18:00,3906,1,2
19:00,3824,0,3
20:00,3587,0,3
21:00,3323,0,3
22:00,3191,0,3
23:00,2976,0,4
0:00,2733,0,4
1:00,2554,0,3
2:00,2460,0,4
3:00,2435,0,3
4:00,2429,0,4
5:00,2379,3,4
6:00,2444,42,4
7:00,2668,102,4
8:00,3030,160,4
9:00,3329,225,5
10:00,3480,316,5
11:00,3543,363,6
12:00,3562,371,6
13:00,3648,329,8
14:00,3742,314,8
15:00,3797,246,8
16:00,3792,136,9
17:00,3730,50,9
18:00,3732,2,10
19:00,3774,0,9
20:00,3602,0,11
21:00,3407,0,12
22:00,3188,0,14
23:00,2959,0,17
0:00,2717,0,19
1:00,2517,0,18
2:00,2418,0,17
3:00,2402,0,14
4:00,2370,0,12
5:00,2326,4,11
6:00,2418,44,10
7:00,2597,98,9
8:00,2900,181,7
9:00,3220,320,7
10:00,3380,368,7
11:00,3570,446,8
12:00,3755,502,9
13:00,3811,463,15
14:00,3867,365,14
15:00,3923,265,14
16:00,3958,178,15
17:00,3976,69,14
18:00,4019,7,15
19:00,4089,0,15
20:00,3945,0,16
21:00,3715,0,16
22:00,3435,0,14
23:00,3147,0,14
0:00,2840,0,16
1:00,2606,0,16
2:00,2503,0,15
3:00,2488,0,14
4:00,2495,0,14
5:00,2522,3,12
6:00,2775,82,11
7:00,3180,173,10
8:00,3824,328,8
9:00,4356,424,6
10:00,4557,457,6
11:00,4698,464,7
12:00,4584,404,8
