TIME,demand,solar,wind
13:00,4754,363,8
14:00,4838,306,9
15:00,4801,165,9
16:00,4725,83,9
17:00,4480,16,8
18:00,4305,0,6
19:00,4185,0,5
20:00,3926,0,5
21:00,3650,0,4
22:00,3497,0,3
23:00,3223,0,3
0:00,2907,0,2
1:00,2685,0,2
2:00,2577,0,4
3:00,2540,0,4
4:00,2526,0,6
5:00,2528,0,7
6:00,2703,9,8
7:00,2998,39,8
8:00,3456,92,9
9:00,3810,125,9
10:00,3925,142,9
11:00,3922,136,8
12:00,3694,120,7
13:00,3783,102,7
14:00,3753,81,6
15:00,3671,56,6
16:00,3691,24,5
17:00,3623,2,5
18:00,3610,0,5
19:00,3548,0,4
20:00,3338,0,4
21:00,3125,0,4
22:00,2990,0,4
23:00,2810,0,4
0:00,2578,0,3
1:00,2415,0,2
2:00,2356,0,2
3:00,2376,0,2
4:00,2385,0,3
5:00,2382,0,3
6:00,2550,27,3
7:00,2830,71,3
8:00,3255,121,3
9:00,3627,148,5
10:00,3758,163,5
11:00,3797,173,6
12:00,3658,223,7
13:00,3844,263,9
14:00,3916,256,11
15:00,3916,212,12
16:00,3955,139,13
17:00,3864,50,17
18:00,3807,3,18
19:00,3795,0,19
20:00,3579,0,20
21:00,3308,0,20
22:00,3203,0,19
23:00,2971,0,19
0:00,2748,0,20
1:00,2562,0,20
2:00,2473,0,21
3:00,2459,0,20
4:00,2456,0,18
5:00,2455,21,18
6:00,2711,142,16
7:00,3124,290,13
8:00,3760,405,11
9:00,4304,481,10
10:00,4549,533,9
11:00,4709,548,10
12:00,4617,518,10
13:00,4813,484,10
14:00,4814,400,10
15:00,4709,281,10
16:00,4607,178,9
17:00,4343,51,6
18:00,4166,0,5
19:00,4040,0,4
20:00,3749,0,4
21:00,3450,0,4
22:00,3335,0,4
23:00,3098,0,4
0:00,2802,0,6
1:00,2578,0,7
2:00,2485,0,7
3:00,2482,0,6
4:00,2493,0,6
5:00,2504,0,5
6:00,2677,24,3
7:00,2973,87,3
8:00,3433,185,3
9:00,3866,271,3
10:00,4067,335,2
11:00,4207,335,2
12:00,4087,286,2
13:00,4219,248,3
14:00,4217,178,3
15:00,4164,113,3
16:00,4145,50,4
17:00,3999,10,4
18:00,3939,0,4
19:00,3869,0,4
20:00,3646,0,4
21:00,3433,0,4
22:00,3283,0,4
23:00,3071,0,4
0:00,2810,0,5
1:00,2619,0,4
2:00,2525,0,5
3:00,2483,0,5
4:00,2468,0,5
5:00,2437,0,4
6:00,2475,1,4
7:00,2635,31,4
8:00,2919,73,3
9:00,3163,108,6
10:00,3269,90,8
11:00,3243,64,9
12:00,3147,65,12
13:00,3187,48,9
14:00,3189,38,9
15:00,3159,30,9
16:00,3166,23,10
17:00,3142,11,10
18:00,3178,3,8
19:00,3226,0,8
20:00,3096,0,9
21:00,2953,0,10
22:00,2806,0,11
23:00,2626,0,12
0:00,2450,0,19
1:00,2303,0,18
2:00,2228,0,15
3:00,2225,0,12
4:00,2214,0,11
5:00,2183,17,12
6:00,2252,100,14
7:00,2469,224,13
8:00,2758,380,11
9:00,3088,510,10
10:00,3291,576,7
11:00,3416,582,6
12:00,3475,565,6
13:00,3484,485,5
14:00,3509,433,6
15:00,3516,312,5
16:00,3484,189,4
17:00,3509,80,5
18:00,3520,4,5
19:00,3588,0,4
20:00,3471,0,4
21:00,3294,0,6
22:00,3098,0,5
23:00,2842,0,4
0:00,2620,0,4
1:00,2442,0,3
2:00,2362,0,3
3:00,2353,0,4
4:00,2372,0,5
5:00,2418,19,5
6:00,2665,132,5
7:00,3076,285,3
8:00,3685,421,4
9:00,4230,520,3
10:00,4465,585,3
11:00,4593,603,3
12:00,4510,588,4
13:00,4679,557,4
14:00,4707,460,5
15:00,4644,317,5
16:00,4606,181,4
17:00,4425,73,4
18:00,4274,4,5
19:00,4189,0,4
20:00,3924,0,3
21:00,3642,0,2
22:00,3479,0,2
23:00,3204,0,1
0:00,2892,0,1
1:00,2670,0,1
2:00,2535,0,1
3:00,2523,0,1
4:00,2542,0,1
5:00,2560,13,1
6:00,2790,99,1
7:00,3192,222,1
8:00,3704,319,1
9:00,4151,389,1
10:00,4337,468,1
11:00,4478,521,1
12:00,4388,535,2
13:00,4548,470,2
14:00,4604,405,2
15:00,4597,312,2
16:00,4539,166,2
17:00,4350,51,2
18:00,4230,3,2
19:00,4156,0,2
20:00,3913,0,2
21:00,3621,0,2
22:00,3496,0,2
23:00,3227,0,2
0:00,2922,0,1
1:00,2709,0,2
2:00,2602,0,2
3:00,2574,0,3
4:00,2577,0,2
5:00,2609,0,2
6:00,2814,15,2
7:00,3177,76,2
8:00,3677,93,2
9:00,4113,127,2
10:00,4264,142,3
11:00,4317,128,4
12:00,4139,123,4
13:00,4249,140,5
14:00,4254,103,5
15:00,4214,67,6
16:00,4254,45,5
17:00,4163,5,6
18:00,4143,0,6
19:00,4053,0,6
20:00,3821,0,7
21:00,3593,0,8
22:00,3453,0,8
23:00,3195,0,8
0:00,2895,0,8
1:00,2698,0,8
2:00,2605,0,8
3:00,2586,0,8
4:00,2593,0,9
5:00,2638,0,10
6:00,2881,29,12
7:00,3269,94,14
8:00,3786,182,14
9:00,4336,367,11
10:00,4570,491,8
11:00,4678,493,9
12:00,4616,494,10
13:00,4773,399,10
14:00,4763,252,10
15:00,4584,147,10
16:00,4480,65,11
17:00,4328,28,10
18:00,4197,0,8
19:00,4011,0,7
20:00,3736,0,3
21:00,3455,0,2
22:00,3324,0,2
23:00,3093,0,2
0:00,2793,0,1
1:00,2589,0,1
2:00,2492,0,1
3:00,2462,0,1
4:00,2478,0,1
5:00,2503,0,2
6:00,2692,31,3
7:00,3030,72,3
8:00,3537,100,3
9:00,3934,110,4
10:00,4058,136,6
11:00,4056,136,6
12:00,3850,140,5
13:00,3913,140,6
14:00,3904,118,6
15:00,3868,96,7
16:00,3858,47,7
17:00,3756,7,7
18:00,3687,0,8
19:00,3552,0,9
20:00,3354,0,9
21:00,3156,0,8
22:00,3039,0,8
23:00,2854,0,7
0:00,2613,0,1
1:00,2451,0,1
2:00,2354,0,1
3:00,2335,0,1
4:00,2333,0,1
5:00,2303,1,1
6:00,2355,50,1
7:00,2520,141,1
8:00,2850,223,1
9:00,3133,301,1
10:00,3257,360,1
11:00,3356,380,1
12:00,3310,315,0
13:00,3396,306,0
14:00,3383,241,0
15:00,3352,173,0
16:00,3312,71,0
17:00,3285,18,0
18:00,3322,0,0
19:00,3341,0,0
20:00,3193,0,0
21:00,3059,0,1
22:00,2924,0,1
23:00,2740,0,1
0:00,2533,0,3
1:00,2381,0,3
2:00,2290,0,3
3:00,2268,0,2
4:00,2268,0,3
5:00,2242,2,4
6:00,2310,37,4
7:00,2480,88,4
8:00,2692,122,5
9:00,2979,180,5
10:00,3163,240,5
11:00,3209,245,3
12:00,3252,232,4
13:00,3244,198,4
14:00,3272,210,4
15:00,3258,140,3
16:00,3325,81,2
17:00,3396,22,3
18:00,3524,0,3
19:00,3583,0,3
20:00,3478,0,3
21:00,3303,0,3
22:00,3086,0,3
23:00,2881,0,3
0:00,2654,0,3
1:00,2485,0,2
2:00,2369,0,2
3:00,2335,0,3
4:00,2342,0,4
5:00,2349,5,5
6:00,2480,78,4
7:00,2773,196,4
8:00,3240,353,4
9:00,3687,454,3
10:00,3855,447,3
11:00,3986,492,3
12:00,3997,501,2
13:00,4050,431,2
14:00,4068,343,2
15:00,4090,253,2
16:00,4094,141,2
17:00,4069,43,3
18:00,4078,0,3
19:00,4091,0,2
20:00,3903,0,3
21:00,3663,0,3
22:00,3406,0,2
23:00,3120,0,3
0:00,2835,0,2
1:00,2627,0,3
2:00,2526,0,3
3:00,2495,0,3
4:00,2502,0,3
5:00,2538,7,3
6:00,2764,91,3
7:00,3190,213,3
8:00,3813,327,3
9:00,4312,447,3
10:00,4480,490,3
11:00,4584,514,3
12:00,4480,500,4
13:00,4606,420,3
14:00,4729,420,4
15:00,4735,338,5
16:00,4705,187,2
17:00,4549,55,2
18:00,4442,0,3
19:00,4342,0,3
20:00,4054,0,2
21:00,3749,0,2
22:00,3607,0,2
23:00,3304,0,1
0:00,2985,0,1
1:00,2762,0,2
2:00,2642,0,3
3:00,2601,0,4
4:00,2585,0,3
5:00,2605,4,4
6:00,2799,65,3
7:00,3209,186,2
8:00,3701,299,2
9:00,4091,343,2
10:00,4257,424,2
11:00,4373,478,2
12:00,4267,477,2
13:00,4408,421,2
14:00,4467,385,3
15:00,4401,269,3
16:00,4368,129,2
17:00,4222,36,2
18:00,4153,0,2
19:00,4063,0,2
20:00,3770,0,2
21:00,3487,0,2
22:00,3360,0,2
23:00,3108,0,2
0:00,2802,0,2
1:00,2599,0,2
2:00,2495,0,2
3:00,2471,0,2
4:00,2473,0,2
5:00,2522,0,3
6:00,2684,4,2
7:00,2992,35,2
8:00,3453,73,2
9:00,3826,98,2
10:00,3929,107,2
11:00,3948,121,2
12:00,3728,115,2
13:00,3804,102,2
14:00,3823,86,2
15:00,3783,45,2
16:00,3792,14,2
17:00,3751,0,2
18:00,3739,0,2
19:00,3649,0,2
20:00,3418,0,3
21:00,3173,0,3
22:00,3096,0,2
23:00,2896,0,2
0:00,2631,0,2
1:00,2467,0,2
2:00,2393,0,3
3:00,2397,0,3
4:00,2409,0,3
5:00,2443,0,4
6:00,2601,5,5
7:00,2877,35,6
8:00,3292,87,6
9:00,3646,127,6
10:00,3717,154,6
11:00,3735,199,5
12:00,3546,206,6
13:00,3652,168,6
14:00,3673,122,6
15:00,3621,69,6
16:00,3619,30,7
17:00,3547,1,7
18:00,3541,0,8
19:00,3443,0,7
20:00,3241,0,7
21:00,3035,0,8
22:00,2905,0,7
23:00,2727,0,6
0:00,2523,0,6
1:00,2366,0,6
2:00,2292,0,5
3:00,2273,0,4
4:00,2277,0,5
5:00,2243,2,5
6:00,2285,59,5
7:00,2484,169,5
8:00,2754,239,4
9:00,2997,290,4
10:00,3131,361,4
11:00,3176,392,4
12:00,3141,392,4
13:00,3149,336,4
14:00,3142,290,4
15:00,3104,207,4
16:00,3093,130,4
17:00,3065,47,4
18:00,3117,0,5
19:00,3135,0,6
20:00,3008,0,6
21:00,2843,0,6
22:00,2696,0,6
23:00,2543,0,5
0:00,2360,0,5
1:00,2212,0,5
2:00,2136,0,4
3:00,2148,0,4
4:00,2148,0,3
5:00,2105,11,3
6:00,2152,95,3
7:00,2324,239,3
8:00,2557,355,3
9:00,2840,457,2
10:00,2975,492,2
11:00,3017,477,2
12:00,3025,453,3
13:00,3074,465,3
14:00,3035,346,3
15:00,3065,272,3
16:00,3097,164,3
17:00,3154,46,3
18:00,3217,0,3
19:00,3264,0,3
20:00,3129,0,2
21:00,2927,0,2
22:00,2755,0,2
23:00,2565,0,2
0:00,2359,0,2
1:00,2220,0,2
2:00,2165,0,2
3:00,2176,0,2
4:00,2180,0,2
5:00,2194,7,2
6:00,2401,68,2
7:00,2733,143,2
8:00,3231,232,2
9:00,3666,292,2
10:00,3810,317,2
11:00,3890,349,2
12:00,3785,382,2
13:00,3968,399,2
14:00,3972,311,2
15:00,3963,249,2
16:00,3924,109,1
17:00,3840,28,1
18:00,3819,0,1
19:00,3729,0,2
20:00,3519,0,2
21:00,3294,0,2
22:00,3125,0,2
23:00,2902,0,2
0:00,2638,0,2
1:00,2455,0,1
2:00,2374,0,2
3:00,2362,0,1
4:00,2373,0,1
5:00,2391,1,1
6:00,2588,27,1
7:00,2941,67,1
8:00,3398,61,1
9:00,3771,82,1
10:00,3895,111,2
11:00,3986,134,3
12:00,3823,176,4
13:00,3929,154,4
14:00,3875,65,4
15:00,3834,47,3
16:00,3826,26,3
17:00,3745,1,4
18:00,3717,0,5
19:00,3576,0,5
20:00,3358,0,4
21:00,3168,0,4
22:00,3008,0,5
23:00,2812,0,6
0:00,2579,0,6
1:00,2425,0,5
2:00,2359,0,4
3:00,2358,0,4
4:00,2364,0,3
5:00,2403,0,4
6:00,2564,9,4
7:00,2855,48,3
8:00,3327,95,3
9:00,3741,177,2
10:00,3909,242,3
11:00,3950,254,3
12:00,3756,219,3
13:00,3904,233,3
14:00,3929,192,3
15:00,3915,165,3
16:00,3916,101,3
17:00,3805,24,3
18:00,3725,0,3
19:00,3627,0,3
20:00,3402,0,4
21:00,3168,0,4
22:00,3099,0,4
23:00,2896,0,4
0:00,2652,0,5
1:00,2472,0,5
2:00,2389,0,5
3:00,2379,0,5
4:00,2385,0,5
5:00,2406,2,4
6:00,2593,49,3
7:00,2944,132,2
8:00,3503,207,3
9:00,3969,272,2
10:00,4192,374,2
11:00,4311,419,2
12:00,4149,387,2
13:00,4347,406,3
14:00,4330,312,3
15:00,4270,234,3
16:00,4237,113,3
17:00,4162,48,3
18:00,4091,2,4
19:00,4035,0,3
20:00,3747,0,3
21:00,3468,0,4
22:00,3314,0,3
23:00,3063,0,3
0:00,2779,0,2
1:00,2575,0,2
2:00,2473,0,2
3:00,2442,0,2
4:00,2425,0,1
5:00,2446,5,1
6:00,2678,86,1
7:00,3059,204,1
8:00,3629,292,0
9:00,4180,475,1
10:00,4358,509,1
11:00,4467,536,1
12:00,4349,525,1
13:00,4490,504,1
14:00,4518,427,2
15:00,4493,317,2
16:00,4473,190,2
17:00,4306,60,3
18:00,4158,0,2
19:00,4050,0,2
20:00,3786,0,2
21:00,3504,0,2
22:00,3304,0,2
23:00,3070,0,2
0:00,2785,0,2
1:00,2575,0,1
2:00,2472,0,1
3:00,2443,0,2
4:00,2427,0,1
5:00,2392,9,1
6:00,2496,111,1
7:00,2759,250,1
8:00,3169,368,1
9:00,3572,481,1
10:00,3785,574,1
11:00,3897,595,2
12:00,3931,602,2
13:00,4024,564,2
14:00,4046,481,2
15:00,4044,366,2
16:00,4029,223,2
17:00,3892,50,2
18:00,3821,0,1
19:00,3792,0,2
20:00,3618,0,2
21:00,3431,0,2
22:00,3226,0,3
23:00,3002,0,3
0:00,2740,0,3
1:00,2531,0,3
2:00,2422,0,4
3:00,2388,0,5
4:00,2360,0,6
5:00,2322,7,6
6:00,2419,103,7
7:00,2634,239,6
8:00,2983,367,7
9:00,3322,425,8
10:00,3448,400,8
11:00,3543,410,9
12:00,3611,448,9
13:00,3606,425,9
14:00,3606,365,8
15:00,3658,321,9
16:00,3701,195,9
17:00,3691,41,8
18:00,3737,0,9
19:00,3774,0,8
20:00,3629,0,9
21:00,3394,0,9
22:00,3187,0,7
23:00,2942,0,7
0:00,2689,0,8
1:00,2495,0,8
2:00,2405,0,8
3:00,2374,0,7
4:00,2389,0,7
5:00,2441,0,8
6:00,2675,47,7
7:00,3118,148,7
8:00,3733,279,8
9:00,4261,385,7
10:00,4475,429,6
11:00,4595,439,6
12:00,4462,417,5
13:00,4504,355,5
14:00,4516,257,5
15:00,4487,165,4
16:00,4481,61,4
17:00,4362,8,4
18:00,4337,0,4
19:00,4236,0,4
20:00,3951,0,3
21:00,3690,0,3
22:00,3522,0,3
23:00,3236,0,3
0:00,2924,0,0
1:00,2691,0,0
2:00,2583,0,0
3:00,2524,0,0
4:00,2526,0,0
5:00,2566,1,0
6:00,2767,18,0
7:00,3144,114,1
8:00,3744,211,1
9:00,4262,310,1
10:00,4436,351,1
11:00,4531,378,1
12:00,4424,406,1
13:00,4524,306,1
14:00,4471,171,2
15:00,4406,91,1
16:00,4394,55,1
17:00,4274,6,1
18:00,4246,0,1
19:00,4158,0,1
20:00,3883,0,1
21:00,3641,0,1
22:00,3471,0,2
23:00,3203,0,1
0:00,2888,0,1
1:00,2675,0,1
2:00,2573,0,1
3:00,2540,0,1
4:00,2537,0,1
5:00,2559,4,1
6:00,2746,50,1
7:00,3128,138,1
8:00,3725,274,0
9:00,4139,298,0
10:00,4338,368,1
11:00,4559,483,0
12:00,4503,480,1
13:00,4676,448,0
14:00,4687,317,1
15:00,4581,213,0
16:00,4530,117,1
17:00,4352,8,1
18:00,4317,0,1
19:00,4225,0,1
20:00,3966,0,1
21:00,3714,0,1
22:00,3544,0,2
23:00,3283,0,2
0:00,2936,0,2
1:00,2713,0,2
2:00,2602,0,2
3:00,2557,0,1
4:00,2549,0,1
5:00,2571,2,1
6:00,2802,73,1
7:00,3254,211,1
8:00,3892,337,0
9:00,4417,427,0
10:00,4695,538,0
11:00,4805,540,0
12:00,4699,498,1
13:00,4848,466,1
14:00,4860,387,1
15:00,4788,265,1
16:00,4777,161,1
17:00,4610,33,1
18:00,4532,0,2
19:00,4410,0,2
20:00,4100,0,2
21:00,3833,0,2
22:00,3670,0,3
23:00,3392,0,3
0:00,3031,0,2
1:00,2779,0,2
2:00,2656,0,2
3:00,2613,0,2
4:00,2604,0,1
5:00,2622,1,1
6:00,2860,79,1
7:00,3323,224,1
8:00,3979,352,1
9:00,4567,465,1
10:00,4776,506,1
11:00,4923,546,2
12:00,4838,542,2
13:00,5022,536,2
14:00,5033,403,3
15:00,4934,231,3
16:00,4906,146,3
17:00,4686,52,3
18:00,4549,0,3
19:00,4455,0,3
20:00,4165,0,3
21:00,3889,0,2
22:00,3725,0,2
23:00,3469,0,2
0:00,3136,0,2
1:00,2888,0,2
2:00,2737,0,1
3:00,2672,0,1
4:00,2645,0,1
5:00,2609,1,1
6:00,2732,66,0
7:00,3057,176,0
8:00,3512,300,0
9:00,3985,426,0
10:00,4266,528,0
11:00,4402,554,0
12:00,4404,529,1
13:00,4529,500,1
14:00,4536,404,1
15:00,4471,274,1
16:00,4431,160,1
17:00,4293,43,1
18:00,4231,0,1
19:00,4163,0,1
20:00,3934,0,1
21:00,3713,0,1
22:00,3572,0,0
23:00,3336,0,1
0:00,3024,0,1
1:00,2770,0,1
2:00,2607,0,1
3:00,2551,0,2
4:00,2521,0,3
5:00,2490,3,3
6:00,2607,84,3
7:00,2883,219,4
8:00,3225,328,4
9:00,3602,444,4
10:00,3753,463,5
11:00,3867,507,5
12:00,3936,513,6
13:00,3998,535,6
14:00,3984,446,6
15:00,3984,343,6
16:00,3981,200,7
17:00,3941,58,7
18:00,3953,0,7
19:00,3955,0,8
20:00,3789,0,7
21:00,3584,0,7
22:00,3395,0,7
23:00,3128,0,8
0:00,2838,0,10
1:00,2627,0,10
2:00,2501,0,12
3:00,2461,0,14
4:00,2475,0,14
5:00,2526,0,16
6:00,2753,50,17
7:00,3198,163,17
8:00,3824,255,17
9:00,4360,328,16
10:00,4501,276,15
11:00,4607,333,16
12:00,4510,361,17
13:00,4717,395,18
14:00,4773,329,19
15:00,4829,272,19
16:00,4780,125,19
17:00,4585,36,19
18:00,4507,0,20
19:00,4436,0,20
20:00,4170,0,19
21:00,3872,0,19
22:00,3696,0,18
23:00,3421,0,20
0:00,3091,0,21
1:00,2857,0,21
2:00,2725,0,20
3:00,2681,0,19
4:00,2671,0,18
5:00,2702,1,18
6:00,2942,66,18
7:00,3377,169,17
8:00,4044,289,16
9:00,4726,441,17
10:00,5030,512,17
11:00,5184,520,16
12:00,5101,512,14
13:00,5232,475,14
14:00,5332,439,12
15:00,5302,318,11
16:00,5230,182,11
17:00,4978,45,12
18:00,4874,0,11
19:00,4776,0,9
20:00,4504,0,10
21:00,4191,0,10
22:00,3977,0,10
23:00,3670,0,9
0:00,3302,0,6
1:00,3003,0,6
2:00,2818,0,5
3:00,2737,0,5
4:00,2729,0,4
5:00,2737,2,4
6:00,2967,65,5
7:00,3405,207,5
8:00,4052,329,5
9:00,4596,446,5
10:00,4800,503,4
11:00,4952,527,4
12:00,4842,451,3
13:00,4951,365,3
14:00,4889,280,3
15:00,4847,245,3
16:00,4706,92,2
17:00,4503,16,2
18:00,4431,0,2
19:00,4297,0,2
20:00,4032,0,2
21:00,3739,0,2
22:00,3595,0,1
23:00,3366,0,1
0:00,3058,0,0
1:00,2831,0,0
2:00,2658,0,0
3:00,2590,0,0
4:00,2580,0,0
5:00,2578,0,0
6:00,2628,10,0
7:00,2850,67,0
8:00,3152,128,0
9:00,3450,206,1
10:00,3651,337,1
11:00,3780,393,1
12:00,3810,415,1
13:00,3895,416,1
14:00,3900,354,2
15:00,3880,275,2
16:00,3841,124,1
17:00,3769,19,1
18:00,3821,0,1
19:00,3792,0,2
20:00,3629,0,1
21:00,3413,0,2
22:00,3251,0,1
23:00,2999,0,1
0:00,2768,0,2
1:00,2568,0,2
2:00,2458,0,2
3:00,2426,0,2
4:00,2439,0,2
5:00,2455,1,3
6:00,2604,60,3
7:00,2931,173,2
8:00,3379,277,2
9:00,3745,399,2
10:00,3883,460,2
11:00,4004,524,2
12:00,4007,514,1
13:00,4056,487,1
14:00,4096,422,2
15:00,4048,285,1
16:00,3998,148,1
17:00,3908,30,1
18:00,3893,0,1
19:00,3821,0,1
20:00,3563,0,1
21:00,3318,0,1
22:00,3140,0,1
23:00,2931,0,1
0:00,2689,0,1
1:00,2490,0,1
2:00,2382,0,0
3:00,2345,0,0
4:00,2345,0,0
5:00,2332,0,0
6:00,2385,50,0
7:00,2584,160,0
8:00,2915,287,0
9:00,3217,400,1
10:00,3360,479,1
11:00,3480,553,1
12:00,3528,538,1
13:00,3555,472,1
14:00,3585,396,1
15:00,3562,267,1
16:00,3550,135,1
17:00,3461,19,2
18:00,3534,0,2
19:00,3496,0,2
20:00,3297,0,2
21:00,3093,0,1
22:00,2957,0,1
23:00,2792,0,1
0:00,2552,0,1
1:00,2376,0,1
2:00,2278,0,1
3:00,2240,0,1
4:00,2242,0,1
5:00,2228,0,1
6:00,2255,14,1
7:00,2387,84,2
8:00,2621,185,1
9:00,2876,293,1
10:00,3026,437,1
11:00,3094,494,1
12:00,3132,418,1
13:00,3200,363,1
14:00,3142,247,1
15:00,3181,205,1
16:00,3204,100,1
17:00,3213,15,1
18:00,3310,0,0
19:00,3332,0,0
20:00,3209,0,0
21:00,3058,0,1
22:00,2927,0,1
23:00,2753,0,1
0:00,2518,0,1
1:00,2330,0,2
2:00,2248,0,3
3:00,2231,0,3
4:00,2252,0,3
5:00,2286,0,4
6:00,2399,8,3
7:00,2639,57,3
8:00,2981,131,5
9:00,3273,172,6
10:00,3408,182,6
11:00,3445,185,5
12:00,3478,242,6
13:00,3572,248,5
14:00,3601,195,4
15:00,3501,94,3
16:00,3516,52,3
17:00,3554,4,3
18:00,3659,0,4
19:00,3600,0,5
20:00,3432,0,6
21:00,3248,0,6
22:00,3092,0,6
23:00,2853,0,6
0:00,2587,0,7
1:00,2375,0,7
2:00,2280,0,7
3:00,2247,0,6
4:00,2256,0,6
5:00,2281,0,7
6:00,2450,54,6
7:00,2817,188,5
8:00,3288,299,6
9:00,3644,369,7
10:00,3826,400,7
11:00,3945,379,7
12:00,3975,372,7
13:00,4001,319,8
14:00,3955,215,8
15:00,3894,138,7
16:00,3864,65,5
17:00,3830,18,5
18:00,3903,0,7
19:00,3830,0,8
20:00,3575,0,8
21:00,3346,0,9
22:00,3147,0,11
23:00,2900,0,12
0:00,2628,0,15
1:00,2454,0,18
2:00,2353,0,21
3:00,2303,0,20
4:00,2308,0,22
5:00,2347,0,23
6:00,2515,15,23
7:00,2914,114,25
8:00,3500,255,28
9:00,4052,409,28
10:00,4320,503,27
11:00,4545,566,24
12:00,4542,555,21
13:00,4599,386,17
14:00,4626,291,12
15:00,4589,199,10
16:00,4514,79,9
17:00,4354,4,8
18:00,4322,0,8
19:00,4230,0,9
20:00,3981,0,9
21:00,3735,0,7
22:00,3558,0,7
23:00,3291,0,6
0:00,2964,0,5
1:00,2712,0,4
2:00,2577,0,3
3:00,2519,0,4
4:00,2519,0,3
5:00,2566,0,3
6:00,2753,2,4
7:00,3142,40,5
8:00,3725,164,3
9:00,4227,221,2
10:00,4409,196,1
11:00,4476,200,1
12:00,4389,227,1
13:00,4335,133,1
14:00,4316,129,1
15:00,4207,50,1
16:00,4187,12,1
17:00,4104,0,2
18:00,4134,0,2
19:00,4021,0,2
20:00,3766,0,1
21:00,3501,0,1
22:00,3374,0,1
23:00,3138,0,1
0:00,2860,0,1
1:00,2650,0,1
2:00,2538,0,1
3:00,2489,0,2
4:00,2502,0,2
5:00,2541,0,3
6:00,2747,50,4
7:00,3169,173,4
8:00,3716,288,5
9:00,4170,386,6
10:00,4334,420,7
11:00,4437,486,8
12:00,4366,476,10
13:00,4433,387,11
14:00,4484,351,11
15:00,4447,251,12
16:00,4402,124,13
17:00,4228,22,14
18:00,4222,0,13
19:00,4115,0,13
20:00,3854,0,12
21:00,3580,0,12
22:00,3436,0,11
23:00,3213,0,10
0:00,2918,0,9
1:00,2679,0,10
2:00,2547,0,10
3:00,2486,0,11
4:00,2472,0,11
5:00,2485,0,12
6:00,2564,6,15
7:00,2811,80,16
8:00,3203,156,17
9:00,3515,176,19
10:00,3662,228,19
11:00,3750,274,16
12:00,3770,313,14
13:00,3827,289,15
14:00,3794,223,13
15:00,3728,137,13
16:00,3725,94,14
17:00,3655,15,12
18:00,3714,0,11
19:00,3666,0,10
20:00,3494,0,10
21:00,3277,0,9
22:00,3128,0,7
23:00,2937,0,7
0:00,2681,0,4
1:00,2483,0,3
2:00,2371,0,3
3:00,2337,0,3
4:00,2337,0,4
5:00,2323,0,5
6:00,2382,56,6
7:00,2609,183,7
8:00,2966,330,6
9:00,3360,439,6
10:00,3553,479,5
11:00,3690,466,4
12:00,3772,414,4
13:00,3896,428,3
14:00,3884,348,4
15:00,3829,230,5
16:00,3776,109,6
17:00,3766,10,7
18:00,3926,0,7
19:00,3918,0,6
20:00,3767,0,7
21:00,3575,0,8
22:00,3397,0,9
23:00,3160,0,9
0:00,2858,0,11
1:00,2631,0,10
2:00,2514,0,9
3:00,2469,0,9
4:00,2487,0,8
5:00,2577,0,8
6:00,2840,3,9
7:00,3300,29,10
8:00,3882,34,11
9:00,4285,22,12
10:00,4364,18,12
11:00,4393,17,13
12:00,4164,22,15
13:00,4159,15,17
14:00,4088,12,21
15:00,3990,7,24
16:00,3985,0,21
17:00,3904,0,19
18:00,3929,0,20
19:00,3827,0,23
20:00,3615,0,25
21:00,3402,0,25
22:00,3302,0,25
23:00,3104,0,24
0:00,2835,0,19
1:00,2635,0,17
2:00,2530,0,15
3:00,2512,0,14
4:00,2524,0,12
5:00,2562,0,10
6:00,2745,31,8
7:00,3127,132,7
8:00,3697,189,6
9:00,4158,221,6
10:00,4391,325,5
11:00,4491,371,4
12:00,4362,380,4
13:00,4595,375,4
14:00,4568,225,4
15:00,4498,115,3
16:00,4458,30,2
17:00,4316,0,2
18:00,4301,0,1
19:00,4140,0,1
20:00,3853,0,1
21:00,3570,0,2
22:00,3401,0,1
23:00,3160,0,1
0:00,2860,0,1
1:00,2648,0,1
2:00,2552,0,0
3:00,2519,0,0
4:00,2531,0,0
5:00,2571,0,0
6:00,2754,24,0
7:00,3108,99,0
8:00,3645,149,1
9:00,4108,181,1
10:00,4303,247,1
11:00,4445,306,1
12:00,4326,316,2
13:00,4439,274,2
14:00,4427,243,3
15:00,4335,150,2
16:00,4383,78,2
17:00,4284,10,2
18:00,4296,0,2
19:00,4167,0,2
20:00,3921,0,1
21:00,3643,0,2
22:00,3493,0,2
23:00,3257,0,2
0:00,2928,0,2
1:00,2701,0,2
2:00,2585,0,2
3:00,2545,0,1
4:00,2557,0,1
5:00,2598,0,1
6:00,2821,50,2
7:00,3283,186,1
8:00,3917,320,1
9:00,4419,406,2
10:00,4628,495,2
11:00,4728,518,2
12:00,4604,501,2
13:00,4742,441,3
14:00,4809,382,3
15:00,4770,285,4
16:00,4733,136,3
17:00,4553,13,3
18:00,4519,0,4
19:00,4370,0,4
20:00,4083,0,4
21:00,3776,0,4
22:00,3600,0,4
23:00,3348,0,5
0:00,2981,0,3
1:00,2750,0,3
2:00,2635,0,4
3:00,2597,0,3
4:00,2572,0,3
5:00,2602,0,2
6:00,2802,51,2
7:00,3218,166,1
8:00,3919,327,1
9:00,4397,407,2
10:00,4651,524,2
11:00,4767,540,2
